"קטגוריה ראשית","קטגוריה משנית","מוצר","עד 130$","מ131$ עד 500$","מ501$ עד 1000$","מעל 1000$"
"אופנה","הלבשה והנעלה","בגדי ים ","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","בגדי ספורט","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","בדים מסוגים שונים","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","ביגוד והנעלה לתינוקות","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","הלבשה כללי","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","הלבשה תחתונה","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","חולצות","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","כובעים","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","מכנסיים","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","מעילים","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","נעלי בטיחות","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","נעלי ספורט","פטור","18.00%","18.00%","18.00%"
"אופנה","הלבשה והנעלה","נעליים","פטור","18.00%","18.00%","18.00%"
"אופנה","מוצרי היגיינה וטואלטיקה","מפיגי ריחות ומונעי הזעה (דאודרנט)","פטור","18.00%","18.00%","18.00%"
"אופנה","מוצרי היגיינה וטואלטיקה","סבון","פטור","18.00%","18.00%","18.00%"
"אופנה","מוצרי היגיינה וטואלטיקה","קצף גילוח","פטור","18.00%","18.00%","18.00%"
"אופנה","מוצרי היגיינה וטואלטיקה","קרם לעור","פטור","18.00%","18.00%","18.00%"
"אופנה","מוצרי היגיינה וטואלטיקה","שמפו","פטור","18.00%","18.00%","18.00%"
"אופנה","תיקים ואביזרי אופנה","אביזרים לשיער","פטור","18.00%","18.00%","18.00%"
"אופנה","תיקים ואביזרי אופנה","ארנקים","פטור","18.00%","18.00%","18.00%"
"אופנה","תיקים ואביזרי אופנה","חגורות","פטור","18.00%","18.00%","18.00%"
"אופנה","תיקים ואביזרי אופנה","ילקוטים לתלמיד","פטור","18.00%","18.00%","18.00%"
"אופנה","תיקים ואביזרי אופנה","מטפחות ראש","פטור","18.00%","18.00%","18.00%"
"אופנה","תיקים ואביזרי אופנה","תיקים","","","","18.00%"
"אופנה","תיקים ואביזרי אופנה","תיקים לילדים ותינוקות","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשיטים ושעונים","יהלומים","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשיטים ושעונים","קופסאות/תיבות לשעוני יד","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשיטים ושעונים","שעון יד","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשיטים ושעונים","שעון קיר","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשיטים ושעונים","תכשיטי זהב","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשיטים ושעונים","תכשיטים","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","איפור","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","בושם","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","לק לציפורניים","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","מוצרים להסרת שיער","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","מוצרים לעיצוב שיער","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","פיאות נוכריות","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","צבעי שיער","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","שמנים לגוף","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","תכשירי איפור לשפתיים","פטור","18.00%","18.00%","18.00%"
"אופנה","תכשירי טיפוח וקוסמטיקה","תמרוקים","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","חיות מחמד","חיות מחמד","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","חיות מחמד","קרניים קרני אייל","","","","18.00%"
"בעלי חיים","מזון וחטיפים לחיות","מזון לדגי נוי או ציפורים","פטור","18.00%","18.00%","שיעור 22.72% "
"בעלי חיים","מזון וחטיפים לחיות","מזון לכלבים או חתולים","פטור","18.00%","18.00%","שיעור 21.54% "
"בעלי חיים","מזון וחטיפים לחיות","תוספי מזון לבעלי חיים","פטור","18.00%","18.00%","שיעור 21.54% "
"בעלי חיים","מזון וחטיפים לחיות","תרופות לבעלי חיים","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","אוכף","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","אקווריומים ואביזרים","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","ביגוד לחיות","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","כלי אוכל ומים","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","מיטות, כלובים ומלונות","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","צעצועים לחיות","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","רצועות, קולרים ורתמות (ללא אמצעי תקשורת)","פטור","18.00%","18.00%","18.00%"
"בעלי חיים","ציוד ואביזרים לחיות","רצועות, רתמות וקולרים עם אמצעי תקשורת","","","","18.00%"
"בריאות ורפואה","אופטיקה","משקפי ראייה","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","אופטיקה","משקפי שמש","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","אופטיקה","עדשות מגע","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","גמילה מעישון","מכשיר חימום המיועד לטבק","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","גמילה מעישון","מכשיר חימום המיועד לטבק בערכה המכילה יחידות טבק לחימום","שיעור 336.60% + 936.05 ₪ לקילוגרם אל""פ מ- 18%+1659.69 ₪ לקילוגרם","שיעור 336.60% + 936.05 ₪ לקילוגרם אל""פ מ- 18%+1659.69 ₪ לקילוגרם","שיעור 336.60% + 936.05 ₪ לקילוגרם אל""פ מ- 18%+1659.69 ₪ לקילוגרם","שיעור 336.60% + 936.05 ₪ לקילוגרם אל""פ מ- 18%+1659.69 ₪ לקילוגרם"
"בריאות ורפואה","גמילה מעישון","נוזל למילוי סיגריות אלקטרוניות המכיל ניקוטין","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר "
"בריאות ורפואה","גמילה מעישון","נוזל מילוי לסיגריות אלקטרוניות ללא ניקוטין","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר "
"בריאות ורפואה","גמילה מעישון","סיגריות אלקטרוניות חד פעמיות ללא ניקוטין","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר "
"בריאות ורפואה","גמילה מעישון","סיגריות אלקטרוניות חד פעמיות עם ניקוטין","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר "
"בריאות ורפואה","גמילה מעישון","סיגריות אלקטרוניות למילוי","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר ","שיעור 336.60% + 13.11 ₪ למיליליטר אל""פ מ- 18%+23.23 ₪ למיליליטר "
"בריאות ורפואה","מוצרים טבעיים והומאופתיים","צמחי מרפא","","","","18.00%"
"בריאות ורפואה","מוצרים טבעיים והומאופתיים","שיער אדם","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","מח עצם","מח עצם","18.00%","18.00%","18.00%","18.00%"
"בריאות ורפואה","עזרה ראשונה","ערכות עזרה ראשונה","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","ציוד רפואי","כסאות גלגלים","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","ציוד רפואי","מדרסים","","","","18.00%"
"בריאות ורפואה","ציוד רפואי","מכשיר אדים","","","","18.00%"
"בריאות ורפואה","ציוד רפואי","מכשיר אינהלציה","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","ציוד רפואי","מכשירים רפואיים","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","ציוד רפואי","קרם הגנה ושיזוף","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","תרופות","ויאגרה/קמאגרה","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","תרופות","תרופות ","פטור","18.00%","18.00%","18.00%"
"בריאות ורפואה","תרופות","תרופות להרזייה עם חומר פעיל תרופתי","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","חימום וקירור הבית","דוד שמש ","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","חימום וקירור הבית","מאוורר","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","חימום וקירור הבית","מזגן","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","חימום וקירור הבית","תנור/מפזר חום/רדיאטור","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","אביזרים לטלפונים סלולאריים","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","טאבלט","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","טלפון אלחוטי","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","טלפון נייח","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","טלפון סלולרי","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","כיסויים לסלולריים","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","מגן מסך לטלפון סלולרי","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","מטען נייד ","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","מטען נייד / סוללת גיבוי","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","טלפונים וטאבלטים","תושבות ומעמדים לסלולרי","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","כלי עבודה ","מלטשות","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","כלי עבודה ","מסור חשמלי","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","כלי עבודה ","מקדחות, מברגות ופטישונים","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","כלי עבודה ","מקצועה ידני לעיבוד עץ","","","","18.00%"
"חשמל ואלקטרוניקה","כלי עבודה ","רתכת - לריתוך מתכת בהתנגדות","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","מוצרי טיפוח ועיצוב","חלפים למכונות גילוח ותספורת","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","מוצרי טיפוח ועיצוב","מחליק שיער","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","מוצרי טיפוח ועיצוב","מייבש שיער","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","מוצרי טיפוח ועיצוב","מכונת גילוח","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","מוצרי טיפוח ועיצוב","מכונת תספורת","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","מוצרי טיפוח ועיצוב","מסירי שיער","פטור","18.00%","18.00%","18.00%"
"חשמל ואלקטרוניקה","מוצרים למטבח","אופה לחם","פטור","18.00%","18.00%","18.00%"
